epoch,step,train_loss,val_loss
0,49,0.2276904284954071,
0,99,0.17202085256576538,
0,149,0.16157391667366028,
0,199,0.1509987860918045,
0,249,0.1412949562072754,
0,299,0.14177252352237701,
0,349,0.14014208316802979,
0,399,0.14035463333129883,
0,449,0.13451726734638214,
0,499,0.13089144229888916,
0,549,0.13050472736358643,
0,599,0.13343903422355652,
0,649,0.13100665807724,
0,699,0.1265081763267517,
0,749,0.1274295449256897,
0,799,0.1257072538137436,
0,849,0.13055557012557983,
0,899,0.1259145438671112,
0,949,0.12400864064693451,
0,999,0.12713351845741272,
0,1049,0.12457916885614395,
0,1099,0.1286308318376541,
0,1149,0.12852905690670013,
0,1199,0.12051485478878021,
0,1249,0.12317438423633575,
0,1299,0.12247941642999649,
0,1349,0.12244009226560593,
0,1399,0.12607552111148834,
0,1449,0.1254914402961731,
0,1499,0.120060034096241,
0,1549,0.12301678955554962,
0,1599,0.11945840716362,
0,1649,0.1220446228981018,
0,1699,0.12255198508501053,
0,1749,0.1198103129863739,
0,1799,0.12381618469953537,
0,1849,0.11929658055305481,
0,1899,0.1182621493935585,
0,1949,0.11600910127162933,
0,1999,0.12043110281229019,
0,2049,0.11652649939060211,
0,2099,0.12140241265296936,
0,2149,0.1213911697268486,
0,2199,0.12038806825876236,
0,2249,0.11859457194805145,
0,2299,0.12119712680578232,
0,2349,0.12184595316648483,
0,2399,0.11686379462480545,
0,2449,0.11994346231222153,
0,2499,0.11674834042787552,
0,2549,0.12164473533630371,
0,2599,0.11370652914047241,
0,2649,0.11725369095802307,
0,2699,0.11573369055986404,
0,2749,0.11636582016944885,
0,2799,0.11911565065383911,
0,2849,0.11540461331605911,
0,2899,0.12313120812177658,
0,2949,0.12437423318624496,
0,2999,0.11774227023124695,
0,3049,0.11909427493810654,
0,3099,0.1132127046585083,
0,3149,0.11852779239416122,
0,3199,0.11454460769891739,
0,3249,0.1176733523607254,
0,3299,0.12198828160762787,
0,3349,0.11702524870634079,
0,3399,0.1133192777633667,
0,3449,0.11848872154951096,
0,3499,0.11566902697086334,
0,3549,0.11752274632453918,
0,3599,0.11745333671569824,
0,3630,,0.11714323610067368
1,3649,0.11643709987401962,
1,3699,0.11956267058849335,
1,3749,0.11365002393722534,
1,3799,0.1147468239068985,
1,3849,0.1174524575471878,
1,3899,0.121489018201828,
1,3949,0.11835140734910965,
1,3999,0.11464931070804596,
1,4049,0.11791132390499115,
1,4099,0.11477252840995789,
1,4149,0.1188216283917427,
1,4199,0.11938203126192093,
1,4249,0.1164340153336525,
1,4299,0.11669177561998367,
1,4349,0.11792255938053131,
1,4399,0.11432842910289764,
1,4449,0.11423981934785843,
1,4499,0.12193720787763596,
1,4549,0.11689983308315277,
1,4599,0.11471226811408997,
1,4649,0.11987233906984329,
1,4699,0.11231420934200287,
1,4749,0.11738819628953934,
1,4799,0.11532402038574219,
1,4849,0.1171061173081398,
1,4899,0.117160864174366,
1,4949,0.117530457675457,
1,4999,0.11805051565170288,
1,5049,0.1160116195678711,
1,5099,0.11309751868247986,
1,5149,0.11636169999837875,
1,5199,0.11747331917285919,
1,5249,0.11417867988348007,
1,5299,0.11249038577079773,
1,5349,0.11150090396404266,
1,5399,0.11411107331514359,
1,5449,0.11039474606513977,
1,5499,0.11425497382879257,
1,5549,0.11257321387529373,
1,5599,0.115782231092453,
1,5649,0.11716599762439728,
1,5699,0.11446552723646164,
1,5749,0.11423959583044052,
1,5799,0.11782966554164886,
1,5849,0.12117531895637512,
1,5899,0.11398353427648544,
1,5949,0.11484687775373459,
1,5999,0.11685141921043396,
1,6049,0.11472505331039429,
1,6099,0.1154281347990036,
1,6149,0.11269871890544891,
1,6199,0.11201579123735428,
1,6249,0.11693798750638962,
1,6299,0.11572533845901489,
1,6349,0.11469855159521103,
1,6399,0.11801429837942123,
1,6449,0.1131812185049057,
1,6499,0.11252015084028244,
1,6549,0.1141919270157814,
1,6599,0.11463481187820435,
1,6649,0.11251185834407806,
1,6699,0.11254008859395981,
1,6749,0.11466437578201294,
1,6799,0.11345098912715912,
1,6849,0.11325812339782715,
1,6899,0.11565890163183212,
1,6949,0.1146060898900032,
1,6999,0.11252446472644806,
1,7049,0.11690695583820343,
1,7099,0.11520152539014816,
1,7149,0.11557185649871826,
1,7199,0.11363660544157028,
1,7249,0.11097278445959091,
1,7261,,0.11352364718914032
2,7299,0.11223843693733215,
2,7349,0.11354456841945648,
2,7399,0.1102965697646141,
2,7449,0.11404075473546982,
2,7499,0.11223974078893661,
2,7549,0.11264896392822266,
2,7599,0.11183734238147736,
2,7649,0.11408432573080063,
2,7699,0.10809316486120224,
2,7749,0.11683652549982071,
2,7799,0.11238247901201248,
2,7849,0.11621534079313278,
2,7899,0.10726958513259888,
2,7949,0.11486323177814484,
2,7999,0.11281244456768036,
2,8049,0.11205238848924637,
2,8099,0.11056648194789886,
2,8149,0.11278598755598068,
2,8199,0.11493542790412903,
2,8249,0.11293624341487885,
2,8299,0.11122830957174301,
2,8349,0.11063680797815323,
2,8399,0.11556250602006912,
